Cafe Name,Outdoor Seating,Indoor Seating,Latitude,Longitude,Orientation,Date,Day of Year,Time of Day,Sunrise Time,Sunset Time,Solar Angle (°),Temperature (°C),Humidity (%),Cloud Cover (%),Sunshine Duration (min),Wind Speed (km/h),Weather Condition,Is Cloudy,Sunlight Status
The Latte Cafe,Yes,Yes,49.403082,8.666066,North,2023-09-21,264,09:30,04:59,21:30,0.0,9.1,45,27,28,9.7,Clear,No,Sunny
Mont Roasters,Yes,No,49.40098,8.672833,East,2023-07-25,206,10:30,05:50,20:39,64.41,15.1,46,42,18,5.2,Clear,No,Sunny
Cafe de Echo,Yes,No,49.392498,8.676224,East,2025-01-09,9,10:45,04:03,22:26,0.0,12.3,43,8,45,9.2,Clear,No,Sunny
Bean Roasters,Yes,Yes,49.390685,8.677541,East,2024-07-26,208,08:30,05:48,20:41,36.29,14.2,80,1,52,7.6,Clear,No,Sunny
Cafe de Fern,Yes,Yes,49.403474,8.673993,North,2025-03-14,73,17:45,04:52,21:37,0.0,12.7,44,74,0,6.6,Clear,Yes,Sunny
Nook Beans,Yes,Yes,49.40097,8.670379,North,2023-09-23,266,17:30,04:57,21:32,0.0,7.5,74,76,0,1.4,Clear,Yes,Sunny
Sun Roasters,No,No,49.401224,8.684614,North,2024-11-18,323,18:15,04:08,22:21,0.0,17.0,75,87,0,7.2,Rain,Yes,Sunny
Cafe Echo,No,No,49.395177,8.668542,South,2024-12-13,348,07:45,04:00,22:29,0.0,11.9,90,12,55,8.1,Clear,No,Shady
Chalet Roasters,Yes,No,49.39644,8.682153,South,2025-01-11,11,15:15,04:04,22:25,0.0,16.6,79,30,35,4.9,Clear,No,Shady
River Roasters,Yes,Yes,49.403259,8.674618,West,2023-09-25,268,07:30,04:55,21:34,0.0,10.1,50,76,0,5.3,Rain,Yes,Sunny
Grind Beans,No,Yes,49.397784,8.668647,North,2023-10-07,280,06:00,04:42,21:47,0.0,5.7,42,6,59,10.1,Rain,No,Sunny
Cafe de Vanilla,No,Yes,49.393606,8.662293,North,2023-07-14,195,09:00,05:55,20:34,58.39,17.9,86,79,0,2.6,Clear,Yes,Sunny
River Café,No,No,49.402505,8.675741,East,2024-01-15,15,09:00,04:05,22:24,0.0,9.5,62,10,51,3.5,Clear,No,Sunny
Cafe de Sun,No,No,49.391178,8.669488,North,2023-08-21,233,18:45,05:29,21:00,0.0,10.7,61,97,0,5.9,Clear,Yes,Sunny
Cafe Alba,No,No,49.395428,8.667147,South,2024-11-11,316,07:15,04:12,22:17,0.0,19.9,47,96,0,5.0,Rain,Yes,Sunny
Verse Beans,No,Yes,49.399902,8.669864,South,2025-04-18,108,17:15,05:27,21:02,10.8,12.4,68,29,31,0.6,Clear,No,Sunny
Cafe Coral,No,Yes,49.40332,8.670527,East,2023-06-18,169,20:45,05:59,20:30,0.0,13.1,54,68,0,14.0,Clear,Yes,Sunny
Cafe de Alba,Yes,Yes,49.40418,8.668585,East,2024-02-10,41,20:00,04:22,22:07,27.99,13.2,68,3,60,11.3,Clear,No,Sunny
The Porch Cafe,Yes,Yes,49.401545,8.68242,North,2024-04-10,101,13:30,05:20,21:09,30.75,20.3,71,80,0,6.9,Rain,Yes,Shady
Cafe Drift,No,No,49.405036,8.668742,East,2023-06-14,165,20:00,05:59,20:30,0.0,14.1,75,72,0,11.2,Clear,Yes,Sunny
Porch Espresso,No,No,49.395349,8.667074,West,2025-05-16,136,20:00,05:48,20:41,0.0,11.4,71,80,0,3.9,Cloudy,Yes,Shady
Cafe de Nova,No,Yes,49.397893,8.681225,South,2023-10-10,283,20:45,04:39,21:50,15.55,11.7,46,44,20,2.1,Fog,No,Sunny
Nest Beans,Yes,Yes,49.401389,8.665526,East,2023-07-05,186,12:00,05:58,20:31,87.11,23.1,54,32,36,13.1,Rain,No,Sunny
Rossi Brew House,No,Yes,49.397733,8.674028,West,2023-09-16,259,13:15,05:04,21:25,5.23,18.0,65,12,56,11.9,Clear,No,Shady
Café Deer,No,No,49.398729,8.671258,East,2024-05-15,136,08:45,05:48,20:41,36.97,5.0,68,57,6,14.3,Rain,Yes,Shady
Willow Beans,Yes,No,49.395992,8.677893,West,2024-05-20,141,07:15,05:51,20:38,20.21,10.3,52,25,25,9.5,Clear,No,Sunny
Marble Brew House,No,No,49.399879,8.678331,North,2024-04-28,119,18:30,05:36,20:53,0.0,26.7,51,67,1,4.0,Fog,Yes,Sunny
Soho Espresso,Yes,No,49.399625,8.686583,North,2024-08-24,237,16:00,05:26,21:03,19.13,17.2,53,68,0,6.8,Fog,Yes,Shady
Hill Café,No,Yes,49.403904,8.685271,North,2024-05-21,142,18:30,05:52,20:37,0.0,13.9,80,91,0,3.4,Fog,Yes,Shady
The Petal Cafe,Yes,Yes,49.409298,8.669444,South,2023-10-26,299,15:15,04:25,22:04,0.0,19.5,79,3,61,2.5,Rain,No,Shady
Indigo Espresso,No,No,49.399581,8.678107,South,2024-08-27,240,14:00,05:23,21:06,29.44,19.0,84,14,42,10.9,Cloudy,No,Sunny
The Breeze Cafe,Yes,Yes,49.406447,8.675762,North,2024-03-26,86,18:00,05:05,21:24,0.0,13.6,41,80,0,9.9,Clear,Yes,Sunny
The Macchiato Cafe,Yes,No,49.401788,8.668815,South,2023-12-18,352,15:15,04:00,22:29,0.0,21.1,68,40,25,8.9,Clear,No,Sunny
Cafe de Cliff,Yes,Yes,49.39321,8.67434,South,2025-02-14,45,20:15,04:25,22:04,25.5,15.2,55,2,50,14.8,Clear,No,Sunny
Café Elm,Yes,Yes,49.396679,8.676032,South,2024-11-23,328,08:30,04:06,22:23,0.0,15.1,49,71,0,0.9,Clear,Yes,Shady
Rossi Roasters,Yes,No,49.399813,8.667544,West,2025-05-28,148,16:30,05:54,20:35,41.44,10.6,48,16,39,6.5,Cloudy,No,Sunny
Café Amber,No,Yes,49.398485,8.671157,North,2024-11-13,318,09:45,04:11,22:18,0.0,13.2,70,39,17,8.9,Clear,No,Sunny
Coral Beans,Yes,Yes,49.388793,8.676069,South,2025-04-07,97,10:30,05:16,21:13,22.48,10.4,81,66,0,3.4,Clear,Yes,Sunny
Brew Coffee,Yes,Yes,49.393564,8.679064,South,2025-02-03,34,12:45,04:16,22:13,0.0,20.1,69,93,0,6.6,Cloudy,Yes,Shady
Café Espresso,Yes,Yes,49.388864,8.678187,West,2024-01-26,26,11:45,04:11,22:18,0.0,18.3,84,18,41,12.8,Rain,No,Sunny
Cafe Choco,Yes,No,49.413479,8.6681,East,2024-12-01,336,12:00,04:03,22:26,0.0,16.7,69,49,14,4.1,Fog,No,Sunny
River Espresso,Yes,Yes,49.396292,8.676538,North,2024-05-04,125,19:30,05:41,20:48,0.0,12.9,47,76,0,14.5,Clear,Yes,Sunny
Stream Coffee,No,No,49.396472,8.669165,West,2024-08-29,242,09:15,05:21,21:08,21.99,19.6,76,57,12,1.8,Clear,Yes,Sunny
Cafe Nook,No,Yes,49.392874,8.671697,North,2025-05-24,144,10:15,05:53,20:36,69.52,6.0,77,98,0,2.6,Clear,Yes,Sunny
Cocoa Brew House,Yes,Yes,49.39853,8.670314,East,2024-11-15,320,13:15,04:10,22:19,0.0,20.2,85,55,0,8.2,Cloudy,Yes,Sunny
Porch Espresso,No,No,49.388839,8.684501,South,2024-10-25,299,09:45,04:25,22:04,0.0,8.7,44,88,0,8.1,Clear,Yes,Sunny
Macchiato Roasters,No,No,49.39858,8.66422,East,2024-03-28,88,10:45,05:07,21:22,10.7,17.7,51,87,0,10.1,Clear,Yes,Sunny
Quay Roasters,Yes,No,49.40067,8.672557,East,2023-12-26,360,06:00,04:00,22:29,0.0,14.2,78,88,0,8.0,Cloudy,Yes,Sunny
Nest Roasters,Yes,Yes,49.408065,8.67418,East,2023-11-17,321,13:30,04:09,22:20,0.0,25.1,81,51,4,5.1,Clear,Yes,Shady
Twilight Brew House,No,No,49.395665,8.663986,North,2024-07-28,210,16:45,05:47,20:42,35.35,14.5,43,9,61,2.2,Clear,No,Sunny
Cafe de Mist,No,No,49.389758,8.671913,West,2024-09-21,265,19:30,04:58,21:31,1.0,9.9,61,38,31,11.3,Rain,No,Sunny
Vine Roasters,Yes,No,49.404713,8.674522,South,2025-04-03,93,15:15,05:12,21:17,14.12,13.6,80,26,40,2.0,Clear,No,Sunny
Breeze Espresso,No,No,49.398246,8.680908,South,2024-11-05,310,13:30,04:16,22:13,0.0,9.5,57,31,22,11.0,Rain,No,Sunny
Cinnamon Roasters,Yes,Yes,49.394757,8.672819,North,2024-10-05,279,10:45,04:43,21:46,0.0,17.2,79,29,33,14.5,Cloudy,No,Sunny
Cafe de Porch,No,No,49.397997,8.666559,West,2024-08-22,235,12:00,05:28,21:01,41.03,19.0,83,39,12,3.5,Clear,No,Shady
Alcove Brew House,Yes,No,49.390677,8.667887,South,2023-11-10,314,14:00,04:14,22:15,0.0,15.7,66,79,0,14.6,Fog,Yes,Shady
The Maple Cafe,No,Yes,49.406807,8.664315,South,2025-01-28,28,07:30,04:12,22:17,0.0,24.1,74,78,0,3.3,Clear,Yes,Sunny
Cafe Maple,No,Yes,49.397207,8.664715,East,2025-01-15,15,19:15,04:05,22:24,20.96,10.0,57,27,37,9.0,Clear,No,Sunny
Café Sun,No,Yes,49.396009,8.664382,East,2023-07-28,209,20:15,05:48,20:41,0.0,18.2,83,56,0,13.1,Cloudy,Yes,Sunny
Atelier Café,No,No,49.407633,8.672458,West,2023-10-07,280,08:00,04:42,21:47,0.0,13.7,90,79,0,6.3,Rain,Yes,Sunny
Cafe Den,No,Yes,49.394341,8.677555,West,2023-07-03,184,06:45,05:58,20:31,0.0,13.8,77,31,31,11.3,Clear,No,Sunny
Valley Beans,Yes,Yes,49.398725,8.66171,North,2023-06-08,159,07:15,05:58,20:31,22.78,23.1,63,62,7,8.0,Rain,Yes,Shady
Forest Brew House,No,Yes,49.401656,8.676605,East,2024-02-23,54,20:15,04:33,21:56,19.47,18.7,76,5,59,3.3,Clear,No,Sunny
Brook Espresso,No,Yes,49.397397,8.670168,East,2024-05-31,152,18:45,05:56,20:33,0.0,15.4,56,51,5,10.3,Clear,Yes,Sunny
Soho Brew House,Yes,Yes,49.407186,8.666821,South,2024-07-10,192,15:00,05:56,20:33,59.62,10.3,46,91,0,11.9,Cloudy,Yes,Sunny
Sky Beans,No,No,49.398799,8.665969,North,2023-12-15,349,15:00,04:00,22:29,0.0,23.7,66,23,45,5.3,Clear,No,Sunny
The Grove Cafe,Yes,No,49.403001,8.674489,East,2025-02-01,32,18:15,04:15,22:14,0.0,19.4,41,25,26,6.0,Fog,No,Shady
Zurich Brew House,No,Yes,49.393623,8.677264,East,2024-06-10,162,09:30,05:59,20:30,62.83,11.4,62,37,15,4.7,Rain,No,Sunny
Choco Espresso,Yes,No,49.396417,8.674561,North,2025-02-21,52,19:30,04:31,21:58,10.8,16.9,86,71,0,6.3,Rain,Yes,Sunny
Vine Roasters,Yes,No,49.393873,8.676552,South,2024-09-02,246,14:15,05:17,21:12,21.84,21.5,54,99,0,14.7,Rain,Yes,Shady
Bloom Café,Yes,Yes,49.394322,8.666329,South,2024-09-06,250,20:45,05:13,21:16,0.0,15.7,55,99,0,0.5,Clear,Yes,Shady
Grove Roasters,Yes,Yes,49.388514,8.660495,South,2025-02-19,50,15:00,04:29,22:00,0.0,24.0,52,36,17,2.2,Cloudy,No,Sunny
Rain Brew House,Yes,No,49.397548,8.668871,West,2025-05-26,146,07:00,05:54,20:35,21.13,18.7,50,34,19,8.7,Cloudy,No,Sunny
Cafe de Pine,No,Yes,49.397243,8.663365,East,2023-10-27,300,10:15,04:24,22:05,0.0,9.5,69,18,41,14.1,Clear,No,Shady
Cafe de Frame,Yes,No,49.404037,8.673899,East,2023-09-03,246,17:45,05:17,21:12,6.53,12.7,54,43,21,12.8,Cloudy,No,Sunny
The Vine Cafe,Yes,No,49.407551,8.669631,West,2023-09-17,260,07:00,05:03,21:26,1.0,19.8,79,9,57,4.3,Clear,No,Shady
Cafe Cinnamon,No,No,49.397153,8.676549,South,2023-12-15,349,17:45,04:00,22:29,0.0,20.1,85,51,17,4.7,Rain,Yes,Sunny
Cafe de Mont,No,No,49.397679,8.671028,South,2023-10-01,274,13:30,04:48,21:41,0.0,15.9,78,2,54,12.0,Clear,No,Sunny
Pine Roasters,Yes,Yes,49.393599,8.661966,North,2024-08-14,227,06:30,05:35,20:54,0.0,17.2,71,52,5,4.5,Rain,Yes,Sunny
Café Hill,No,No,49.3942,8.682132,North,2024-05-06,127,19:00,05:42,20:47,0.0,8.4,57,92,0,11.2,Clear,Yes,Sunny
Cafe de Elm,No,No,49.402777,8.682835,North,2024-11-30,335,19:15,04:03,22:26,22.09,10.7,58,92,0,1.3,Rain,Yes,Shady
Café Harbor,No,No,49.402642,8.669503,West,2024-10-18,292,13:45,04:31,21:58,0.0,15.7,57,6,53,0.6,Rain,No,Sunny
Choco Espresso,No,No,49.404474,8.670684,West,2024-01-11,11,19:00,04:04,22:25,21.61,14.2,87,56,0,6.1,Clear,Yes,Shady
Cafe de Depot,Yes,Yes,49.404466,8.684512,West,2025-05-22,142,16:45,05:52,20:37,39.42,7.2,69,96,0,1.5,Fog,Yes,Shady
Barn Roasters,No,Yes,49.402525,8.674385,East,2024-07-02,184,14:15,05:58,20:31,76.07,17.1,43,51,17,4.2,Rain,Yes,Sunny
Brook Café,Yes,No,49.39821,8.667671,East,2023-11-15,319,12:30,04:10,22:19,0.0,18.3,52,75,0,14.9,Clear,Yes,Sunny
Cafe de Aurora,Yes,No,49.395185,8.665348,East,2025-05-25,145,07:45,05:53,20:36,20.96,13.0,80,15,35,10.3,Cloudy,No,Sunny
Meadow Beans,Yes,No,49.393733,8.672134,South,2025-03-19,78,13:30,04:57,21:32,0.0,18.2,45,59,0,5.3,Fog,Yes,Sunny
Marble Roasters,Yes,No,49.39984,8.670993,North,2024-11-24,329,17:45,04:05,22:24,0.0,10.3,72,39,27,14.6,Rain,No,Shady
Vienna Café,Yes,Yes,49.402786,8.668164,North,2024-05-28,149,09:45,05:55,20:34,59.03,13.5,59,32,24,12.7,Clear,No,Sunny
Cafe Gallery,No,No,49.406,8.678521,North,2023-07-27,208,20:15,05:48,20:41,0.0,8.9,43,75,0,8.3,Rain,Yes,Sunny
Cafe Rain,Yes,No,49.397159,8.672872,South,2024-09-30,274,15:00,04:48,21:41,0.0,18.5,67,29,29,13.0,Fog,No,Sunny
Cafe Loft,Yes,Yes,49.412126,8.672752,East,2024-05-15,136,10:15,05:48,20:41,64.03,14.9,53,47,10,14.6,Clear,No,Sunny
Cafe de Forest,Yes,No,49.405043,8.67579,West,2025-02-03,34,16:45,04:16,22:13,0.0,12.3,65,28,35,13.0,Cloudy,No,Sunny
Cafe de Loft,No,Yes,49.393266,8.673632,West,2025-04-13,103,10:30,05:22,21:07,30.06,5.7,62,16,41,6.5,Clear,No,Sunny
Bloom Beans,Yes,No,49.39253,8.675569,East,2024-08-31,244,08:15,05:19,21:10,14.09,14.1,48,76,0,4.3,Clear,Yes,Sunny
The Grind Cafe,No,No,49.403828,8.678593,North,2024-07-07,189,08:00,05:57,20:32,42.92,13.5,82,21,46,8.7,Clear,No,Shady
The Depot Cafe,Yes,Yes,49.39918,8.683397,North,2023-11-21,325,16:15,04:07,22:22,0.0,23.5,86,15,49,8.3,Cloudy,No,Shady
Brass Espresso,Yes,Yes,49.391612,8.678155,South,2024-08-19,232,07:30,05:30,20:59,11.68,17.6,69,97,0,9.6,Fog,Yes,Sunny
Cafe de Zephyr,No,Yes,49.402095,8.67742,East,2024-11-01,306,11:00,04:19,22:10,0.0,18.0,89,17,49,9.3,Clear,No,Sunny
The Fern Cafe,Yes,Yes,49.405313,8.673769,West,2023-10-03,276,18:30,04:46,21:43,0.0,11.9,74,96,0,3.0,Clear,Yes,Shady
Cafe Nook,Yes,No,49.39782,8.681535,North,2023-07-24,205,17:00,05:50,20:39,19.47,15.4,42,8,44,9.8,Rain,No,Sunny
Pine Beans,No,No,49.40209,8.666353,South,2023-07-09,190,14:15,05:57,20:32,73.92,22.8,76,76,0,3.7,Clear,Yes,Sunny
Cafe de Luna,Yes,Yes,49.412849,8.668785,South,2023-08-03,215,07:15,05:44,20:45,16.99,16.4,51,57,0,8.9,Clear,Yes,Sunny
Cabin Roasters,No,No,49.397871,8.668144,North,2025-05-19,139,12:00,05:50,20:39,76.48,19.9,64,49,12,2.1,Cloudy,No,Sunny
Berlin Beans,No,Yes,49.399578,8.682245,North,2024-10-22,296,20:45,04:27,22:02,24.54,11.6,41,85,0,6.4,Clear,Yes,Sunny
Cafe Hollow,Yes,Yes,49.40264,8.677174,South,2023-09-24,267,09:00,04:56,21:33,0.0,10.7,58,37,25,1.6,Cloudy,No,Sunny
Dawn Espresso,No,No,49.397296,8.674414,West,2024-12-29,364,18:45,04:00,22:29,0.0,16.6,81,22,37,11.4,Rain,No,Sunny
Stone Espresso,No,No,49.396903,8.673203,East,2024-06-07,159,13:30,05:58,20:31,85.01,15.3,51,12,40,3.2,Cloudy,No,Sunny
Hazel Espresso,Yes,No,49.405468,8.668342,South,2023-09-11,254,06:15,05:09,21:20,0.0,13.0,59,63,6,15.0,Rain,Yes,Shady
Café Mochi,Yes,No,49.402601,8.681003,North,2024-07-06,188,17:45,05:57,20:32,22.33,12.0,53,48,17,11.7,Rain,No,Sunny
Roast Coffee,Yes,No,49.401542,8.671664,East,2023-11-29,333,16:00,04:04,22:25,0.0,5.2,85,77,0,11.3,Rain,Yes,Shady
Moon Roasters,No,No,49.393373,8.679481,South,2024-12-18,353,20:45,04:00,22:29,45.0,16.1,66,81,0,14.7,Clear,Yes,Sunny
Flint Espresso,Yes,Yes,49.402167,8.670034,South,2024-04-23,114,20:00,05:32,20:57,0.0,21.1,71,66,0,1.1,Clear,Yes,Sunny
Porch Coffee,Yes,Yes,49.391146,8.671986,West,2023-06-30,181,06:30,05:59,20:30,0.0,11.4,45,62,1,4.9,Clear,Yes,Sunny
Silk Espresso,No,No,49.395492,8.666691,North,2024-04-24,115,06:00,05:33,20:56,0.0,8.7,48,85,0,13.4,Clear,Yes,Sunny
Cedar Coffee,Yes,No,49.394722,8.672795,North,2025-04-12,102,08:30,05:21,21:08,16.64,15.7,52,51,1,2.4,Clear,Yes,Sunny
The Hill Cafe,No,Yes,49.394577,8.674599,West,2024-04-30,121,13:15,05:38,20:51,56.39,20.4,43,11,39,10.5,Cloudy,No,Sunny
The Cocoa Cafe,Yes,Yes,49.394612,8.667806,East,2024-12-22,357,19:15,04:00,22:29,23.26,14.3,64,53,11,5.0,Rain,Yes,Sunny
Cinnamon Café,Yes,No,49.39796,8.670809,East,2024-11-27,332,12:30,04:04,22:25,0.0,20.7,69,32,36,4.2,Clear,No,Sunny
Cafe Storm,Yes,Yes,49.395284,8.666267,North,2024-07-09,191,11:00,05:56,20:33,81.96,23.6,86,25,42,13.7,Cloudy,No,Sunny
Café Breeze,Yes,Yes,49.398838,8.6696,West,2024-01-31,31,20:15,04:14,22:15,33.61,9.5,73,64,6,8.0,Cloudy,Yes,Shady
Cafe Maple,No,No,49.38642,8.670314,East,2024-11-07,312,20:15,04:15,22:14,33.87,15.0,75,1,65,13.9,Rain,No,Sunny
River Café,Yes,Yes,49.398302,8.668364,West,2024-09-10,254,11:15,05:09,21:20,12.67,16.2,52,90,0,10.6,Clear,Yes,Sunny
Willow Roasters,No,No,49.394194,8.671913,South,2024-10-06,280,19:15,04:42,21:47,6.91,7.8,49,92,0,0.3,Rain,Yes,Sunny
Cafe de Crema,Yes,Yes,49.400359,8.680411,North,2024-08-24,237,11:15,05:26,21:03,36.95,20.6,80,8,57,2.9,Cloudy,No,Sunny
Café Crema,No,No,49.392487,8.668276,West,2024-09-25,269,12:30,04:54,21:35,0.0,24.3,61,84,0,2.5,Clear,Yes,Sunny
Porch Coffee,Yes,No,49.401063,8.668052,East,2024-11-21,326,06:15,04:07,22:22,0.0,16.7,86,26,42,4.5,Clear,No,Shady
Echo Roasters,Yes,Yes,49.39822,8.674483,East,2023-07-21,202,10:00,05:52,20:37,67.28,13.3,45,65,0,9.6,Rain,Yes,Sunny
Hollow Coffee,Yes,Yes,49.404857,8.674961,West,2023-08-30,242,11:45,05:21,21:08,30.05,19.7,41,24,29,12.7,Clear,No,Sunny
Cafe de Marble,Yes,Yes,49.404765,8.671594,East,2024-12-22,357,10:30,04:00,22:29,0.0,14.3,44,46,5,2.4,Clear,No,Sunny
Deer Brew House,Yes,Yes,49.398169,8.674089,East,2025-04-09,99,11:15,05:18,21:11,27.93,15.2,65,42,20,2.8,Rain,No,Sunny
Alba Coffee,No,No,49.397112,8.679448,West,2025-03-03,62,10:30,04:40,21:49,0.0,20.4,51,85,0,7.3,Clear,Yes,Sunny
Soho Brew House,Yes,No,49.394632,8.673712,South,2024-05-09,130,16:15,05:44,20:45,34.12,14.1,79,89,0,11.4,Clear,Yes,Sunny
Cafe Brook,No,No,49.391752,8.674706,North,2023-11-10,314,10:00,04:14,22:15,0.0,7.3,61,27,36,9.5,Rain,No,Sunny
Pine Brew House,Yes,Yes,49.397008,8.670659,West,2023-10-27,300,15:00,04:24,22:05,0.0,19.1,90,5,56,12.7,Clear,No,Sunny
Brass Roasters,No,Yes,49.396453,8.67181,North,2024-10-25,299,17:30,04:25,22:04,0.0,10.3,64,18,38,13.8,Clear,No,Sunny
Meadow Beans,No,No,49.402472,8.666936,South,2024-08-06,219,06:45,05:41,20:48,0.0,10.7,66,73,0,1.1,Clear,Yes,Sunny
Café Den,Yes,No,49.401505,8.67853,East,2024-03-12,72,10:30,04:50,21:39,0.0,21.6,84,19,49,13.9,Cloudy,No,Sunny
Frame Roasters,No,Yes,49.388766,8.672773,South,2024-10-12,286,09:15,04:37,21:52,0.0,10.1,65,70,0,12.5,Clear,Yes,Sunny
Cafe Station,No,Yes,49.409435,8.677496,West,2023-09-04,247,06:00,05:16,21:13,0.0,16.4,63,34,24,9.0,Cloudy,No,Sunny
The Verse Cafe,Yes,No,49.398106,8.677583,North,2025-05-18,138,14:45,05:50,20:39,65.52,9.4,89,26,29,14.7,Clear,No,Sunny
Cafe Cinnamon,No,Yes,49.39252,8.667167,West,2024-04-24,115,18:30,05:33,20:56,0.0,13.6,83,37,26,8.1,Clear,No,Sunny
The Bay Cafe,Yes,Yes,49.393182,8.664636,South,2025-03-14,73,06:00,04:52,21:37,0.0,14.3,80,41,16,2.1,Cloudy,No,Shady
Harbor Café,No,No,49.39332,8.672146,North,2023-12-20,354,20:45,04:00,22:29,45.0,15.5,70,95,0,14.3,Clear,Yes,Shady
Aurora Roasters,Yes,No,49.405862,8.674119,West,2024-06-16,168,12:30,05:59,20:30,89.86,17.1,71,72,0,12.7,Clear,Yes,Sunny
Porch Roasters,No,Yes,49.393597,8.66494,East,2025-04-06,96,14:30,05:15,21:14,21.2,16.3,40,83,0,5.5,Clear,Yes,Sunny
Borough Coffee,Yes,No,49.398127,8.684928,East,2023-07-06,187,07:30,05:58,20:31,22.44,15.6,56,48,4,1.7,Cloudy,No,Sunny
Aurora Roasters,Yes,No,49.399302,8.674521,West,2024-06-09,161,07:00,05:58,20:31,22.93,10.8,63,6,58,1.9,Clear,No,Sunny
The Zurich Cafe,Yes,Yes,49.398807,8.67021,West,2023-07-26,207,07:30,05:49,20:40,19.02,13.1,55,20,48,12.4,Clear,No,Sunny
Café Haven,Yes,Yes,49.387828,8.678913,North,2024-12-18,353,16:30,04:00,22:29,0.0,13.5,57,65,0,10.0,Clear,Yes,Shady
Pine Beans,No,Yes,49.396775,8.664443,North,2024-08-29,242,06:45,05:21,21:08,0.0,14.9,48,20,38,6.0,Rain,No,Sunny
Hill Coffee,No,No,49.39912,8.677994,South,2024-11-28,333,08:45,04:04,22:25,0.0,12.2,84,15,42,8.0,Fog,No,Sunny
Mont Beans,No,No,49.404775,8.678866,West,2023-10-14,287,06:30,04:36,21:53,0.0,15.2,72,50,7,8.1,Cloudy,No,Shady
Grind Café,No,Yes,49.406945,8.677713,East,2023-07-19,200,10:45,05:53,20:36,68.59,19.4,80,12,45,14.3,Cloudy,No,Shady
Mochi Café,No,No,49.402187,8.668197,West,2025-05-21,141,16:30,05:51,20:38,39.04,14.4,78,72,0,10.1,Fog,Yes,Sunny
Alba Roasters,No,No,49.399623,8.676621,North,2024-02-23,54,13:45,04:33,21:56,0.0,18.5,61,8,61,1.9,Clear,No,Sunny
Meadow Café,Yes,Yes,49.393833,8.675206,North,2023-08-24,236,14:45,05:27,21:02,34.34,19.3,74,61,0,0.7,Clear,Yes,Shady
Cedar Brew House,Yes,Yes,49.402199,8.680198,East,2024-05-05,126,14:30,05:42,20:47,55.47,15.1,60,76,0,11.2,Clear,Yes,Sunny
Crema Café,No,Yes,49.409128,8.676937,East,2023-12-10,344,10:00,04:00,22:29,0.0,13.2,42,43,11,3.1,Rain,No,Shady
Depot Beans,Yes,No,49.395331,8.666626,West,2023-10-09,282,06:45,04:40,21:49,0.0,14.3,69,51,17,2.9,Clear,Yes,Shady
Twilight Coffee,No,Yes,49.400478,8.676773,South,2024-05-06,127,08:15,05:42,20:47,32.56,9.8,47,85,0,13.8,Clear,Yes,Sunny
Echo Coffee,Yes,No,49.397291,8.670012,North,2023-06-25,176,15:00,05:59,20:30,63.43,23.0,67,14,36,10.5,Rain,No,Sunny
Rossi Coffee,Yes,No,49.390298,8.675395,North,2023-10-28,301,12:45,04:23,22:06,0.0,14.8,89,54,4,4.7,Clear,Yes,Sunny
Cedar Roasters,No,No,49.396636,8.676258,East,2023-09-12,255,13:45,05:08,21:21,11.19,20.6,72,51,1,9.7,Clear,Yes,Sunny
The Borough Cafe,Yes,Yes,49.398435,8.670724,South,2023-07-26,207,08:00,05:49,20:40,36.74,12.2,54,99,0,1.9,Cloudy,Yes,Sunny
Echo Espresso,Yes,Yes,49.404698,8.672183,East,2025-03-02,61,18:30,04:39,21:50,0.0,19.5,44,43,15,10.6,Rain,No,Sunny
Corner Café,Yes,Yes,49.392843,8.665809,North,2024-05-28,149,15:45,05:55,20:34,59.03,16.0,55,16,41,1.0,Clear,No,Sunny
Star Beans,Yes,No,49.402419,8.670794,North,2024-10-15,289,20:15,04:34,21:55,19.82,15.6,41,67,2,9.1,Rain,Yes,Sunny
The Heidel Cafe,No,Yes,49.393796,8.659722,South,2025-01-19,19,15:30,04:07,22:22,0.0,21.5,75,65,3,13.6,Clear,Yes,Shady
Verse Coffee,No,Yes,49.39482,8.672882,South,2024-02-02,33,13:00,04:16,22:13,0.0,9.5,57,88,0,1.0,Clear,Yes,Sunny
Cafe de Grove,No,No,49.404141,8.67966,South,2024-12-20,355,19:45,04:00,22:29,23.29,18.4,56,12,54,9.9,Fog,No,Sunny
Alcove Coffee,Yes,No,49.400166,8.66902,East,2024-02-12,43,19:45,04:23,22:06,13.85,15.0,44,53,11,12.2,Rain,Yes,Sunny
Muse Beans,Yes,Yes,49.396526,8.672549,North,2025-04-14,104,08:15,05:23,21:06,18.07,15.9,46,11,51,1.6,Cloudy,No,Sunny
Drift Beans,Yes,Yes,49.400905,8.6741,South,2023-07-27,208,11:45,05:48,20:41,70.11,14.2,54,15,38,8.5,Clear,No,Sunny
Nest Espresso,No,Yes,49.386691,8.670196,South,2025-02-24,55,16:15,04:34,21:55,0.0,20.5,77,42,16,13.6,Cloudy,No,Shady
Quay Coffee,No,No,49.39028,8.671128,South,2024-03-27,87,16:15,05:06,21:23,5.41,13.8,61,62,4,10.0,Rain,Yes,Sunny
Cafe de Latte,No,No,49.408622,8.67235,North,2023-11-01,305,08:15,04:20,22:09,0.0,19.7,88,39,19,14.2,Rain,No,Sunny
Cafe Onyx,No,Yes,49.399834,8.672169,West,2024-06-29,181,19:45,05:59,20:30,0.0,14.8,69,76,0,6.8,Cloudy,Yes,Shady
